Dept;Section;Family;Sub-family;Level 1 code;Priority level 1;Level 1 Name;Level 2 code;Priority level 2;Level 2 Name;Level 3 code;Priority level 3;Level 3 Name;Level 4 code;Priority level 4;Level 4 Name;Classification code in Hybris;Classification name in Hybris;Product Type
1;14;201;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010101;;Oats & Rusk;consumable;consumable;FOOD
1;14;202;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010102;;Family Cereals;consumable;consumable;FOOD
1;14;202;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010103;;Adult Cereal Bars;consumable;consumable;FOOD
1;14;202;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010104;;Kids Cereals;consumable;consumable;FOOD
1;14;202;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010104;;Kids Cereals;consumable;consumable;FOOD
1;14;202;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010105;;Muesli;consumable;consumable;FOOD
1;14;202;7;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010101;;Oats & Rusk;consumable;consumable;FOOD
1;14;203;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010110;;jam & Honey;consumable;consumable;FOOD
1;14;203;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010110;;jam & Honey;consumable;consumable;FOOD
1;14;203;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010110;;jam & Honey;consumable;consumable;FOOD
1;14;203;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010110;;jam & Honey;consumable;consumable;FOOD
1;14;204;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010108;;Coffee & Filters;consumable;consumable;FOOD
1;14;204;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010108;;Coffee & Filters;consumable;consumable;FOOD
1;14;204;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010108;;Coffee & Filters;consumable;consumable;FOOD
1;14;204;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010108;;Coffee & Filters;consumable;consumable;FOOD
1;14;204;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010108;;Coffee & Filters;consumable;consumable;FOOD
1;14;204;7;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010108;;Coffee & Filters;consumable;consumable;FOOD
1;14;205;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010115;;Cappuccino;consumable;consumable;FOOD
1;14;205;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010118;;Chicory & Others;consumable;consumable;FOOD
1;14;205;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010108;;Coffee & Filters;consumable;consumable;FOOD
1;14;205;7;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010108;;Coffee & Filters;consumable;consumable;FOOD
1;14;205;8;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010108;;Coffee & Filters;consumable;consumable;FOOD
1;14;206;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010106;;Chocolate & Nourishing Drinks;consumable;consumable;FOOD
1;14;206;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010107;;Pure Cocoa;consumable;consumable;FOOD
1;14;206;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010106;;Chocolate & Nourishing Drinks;consumable;consumable;FOOD
1;14;207;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010113;;Tea & Infusions;consumable;consumable;FOOD
1;14;207;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010113;;Tea & Infusions;consumable;consumable;FOOD
1;14;207;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010113;;Tea & Infusions;consumable;consumable;FOOD
1;14;207;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010113;;Tea & Infusions;consumable;consumable;FOOD
1;14;207;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010113;;Tea & Infusions;consumable;consumable;FOOD
1;14;207;7;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010113;;Tea & Infusions;consumable;consumable;FOOD
1;14;207;8;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010113;;Tea & Infusions;consumable;consumable;FOOD
1;14;207;11;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010113;;Tea & Infusions;consumable;consumable;FOOD
1;14;208;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010109;;Evaporated Milk;consumable;consumable;FOOD
1;14;208;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010100;;Breakfast;F1010121;;Coffee Creamer;consumable;consumable;FOOD
1;14;209;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010701;;Biscuits;consumable;consumable;FOOD
1;14;209;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010702;;Cookies;consumable;consumable;FOOD
1;14;209;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010703;;Wafers;consumable;consumable;FOOD
1;14;209;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010704;;"Date;Fig and Fruit Filled Biscuits";consumable;consumable;FOOD
1;14;209;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010701;;Biscuits;consumable;consumable;FOOD
1;14;209;7;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010701;;Biscuits;consumable;consumable;FOOD
1;14;209;8;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010701;;Biscuits;consumable;consumable;FOOD
1;14;209;9;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010702;;Cookies;consumable;consumable;FOOD
1;14;209;10;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010705;;Fiber;consumable;consumable;FOOD
1;14;209;11;F1000000;;Groceries;F1010000;;Food Cupboard;F1010500;;"Chips, Nuts & Snacks";F1010501;;Crackers & Snacks;consumable;consumable;FOOD
1;14;209;12;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010710;;"Cakes, Madeleine, Cupcake & Muffin";consumable;consumable;FOOD
1;14;209;13;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010711;;"Croissant, Pastry & Puffs";consumable;consumable;FOOD
1;14;209;14;F1000000;;Groceries;F1010000;;Food Cupboard;F1010500;;"Chips, Nuts & Snacks";F1010501;;Crackers & Snacks;consumable;consumable;FOOD
1;14;209;15;F1000000;;Groceries;F1010000;;Food Cupboard;F1010700;;Biscuits & Cakes;F1010711;;"Croissant, Pastry & Puffs";consumable;consumable;FOOD
1;14;209;16;F1000000;;Groceries;F1010000;;Food Cupboard;F1010500;;"Chips, Nuts & Snacks";F1010501;;Crackers & Snacks;consumable;consumable;FOOD
1;14;212;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010612;;Tablette Chocolates;consumable;consumable;FOOD
1;14;212;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010612;;Tablette Chocolates;consumable;consumable;FOOD
1;14;212;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010610;;Snacking Chocolates;consumable;consumable;FOOD
1;14;212;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010610;;Snacking Chocolates;consumable;consumable;FOOD
1;14;212;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010609;;Minis & Miniatures;consumable;consumable;FOOD
1;14;212;7;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010609;;Minis & Miniatures;consumable;consumable;FOOD
1;14;212;8;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010602;;Chocolate Date;consumable;consumable;FOOD
1;14;212;9;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010606;;Gifts Chocolate;consumable;consumable;FOOD
1;14;212;10;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010607;;Kids & Fun;consumable;consumable;FOOD
1;14;212;11;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010604;;Speciality;consumable;consumable;FOOD
1;14;212;12;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010601;;Chocolates;consumable;consumable;FOOD
1;14;214;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010604;;Speciality;consumable;consumable;FOOD
1;14;214;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010604;;Speciality;consumable;consumable;FOOD
1;14;214;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010604;;Speciality;consumable;consumable;FOOD
1;14;214;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010604;;Speciality;consumable;consumable;FOOD
1;14;214;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010604;;Speciality;consumable;consumable;FOOD
1;14;215;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010611;;Sweets & Candies;consumable;consumable;FOOD
1;14;215;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010601;;Chocolates;consumable;consumable;FOOD
1;14;215;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010611;;Sweets & Candies;consumable;consumable;FOOD
1;14;215;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010611;;Sweets & Candies;consumable;consumable;FOOD
1;14;215;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010608;;Marshmallows & Lolly Pops;consumable;consumable;FOOD
1;14;215;7;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010611;;Sweets & Candies;consumable;consumable;FOOD
1;14;215;8;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010611;;Sweets & Candies;consumable;consumable;FOOD
1;14;215;9;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010611;;Sweets & Candies;consumable;consumable;FOOD
1;14;215;10;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010611;;Sweets & Candies;consumable;consumable;FOOD
1;14;216;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010611;;Sweets & Candies;consumable;consumable;FOOD
1;14;216;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010611;;Sweets & Candies;consumable;consumable;FOOD
1;14;216;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010600;;Chocolates & Sweets;F1010603;;Chewing Gum;consumable;consumable;FOOD
1;14;217;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010200;;"Cans, Tins & Soup";F1010201;;Canned Fruits;consumable;consumable;FOOD
1;14;217;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010200;;"Cans, Tins & Soup";F1010201;;Canned Fruits;consumable;consumable;FOOD
1;14;217;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010500;;"Chips, Nuts & Snacks";F1010503;;Dry Fruits & Raw Nuts;consumable;consumable;FOOD
1;14;217;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010500;;"Chips, Nuts & Snacks";F1010503;;Dry Fruits & Raw Nuts;consumable;consumable;FOOD
1;14;218;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010306;;Cooking Chocolate;consumable;consumable;FOOD
1;14;218;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010304;;Cake Mix;consumable;consumable;FOOD
1;14;218;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010309;;Creme Caramel & Custard;consumable;consumable;FOOD
1;14;218;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010304;;Cake Mix;consumable;consumable;FOOD
1;14;218;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010302;;Baking Ingredients;consumable;consumable;FOOD
1;14;218;7;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010302;;Baking Ingredients;consumable;consumable;FOOD
1;14;218;8;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010302;;Baking Ingredients;consumable;consumable;FOOD
1;14;218;9;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010302;;Baking Ingredients;consumable;consumable;FOOD
1;14;218;11;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010304;;Cake Mix;consumable;consumable;FOOD
1;14;218;12;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010323;;Compote & Desserts;consumable;consumable;FOOD
1;14;219;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010308;;Creams Ready To Eat;consumable;consumable;FOOD
1;14;219;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010320;;Sweet Condensed Milk;consumable;consumable;FOOD
1;14;220;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010311;;Flour;consumable;consumable;FOOD
1;14;220;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010311;;Flour;consumable;consumable;FOOD
1;14;220;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010311;;Flour;consumable;consumable;FOOD
1;14;220;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010311;;Flour;consumable;consumable;FOOD
1;14;220;6;F1000000;;Groceries;F1010000;;Food Cupboard;F1010400;;"Rice, Pasta, Noodles, Pulses & Sauces";F1010408;;"Pulses , Semolina & Couscous";consumable;consumable;FOOD
1;14;221;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010310;;Sugar;consumable;consumable;FOOD
1;14;221;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010310;;Sugar;consumable;consumable;FOOD
1;14;221;4;F1000000;;Groceries;F1030000;;Organic & Free From;F1030100;;Diet & Sugar Free;F1030103;;Sugar Substitute;consumable;consumable;FOOD
1;14;221;5;F1000000;;Groceries;F1010000;;Food Cupboard;F1010300;;Cooking & Home Baking;F1010310;;Sugar;consumable;consumable;FOOD
1;14;225;1;F1000000;;Groceries;F1010000;;Food Cupboard;F1010400;;"Rice, Pasta, Noodles, Pulses & Sauces";F1010401;;Pasta;consumable;consumable;FOOD
1;14;225;3;F1000000;;Groceries;F1010000;;Food Cupboard;F1010400;;"Rice, Pasta, Noodles, Pulses & Sauces";F1010401;;Pasta;consumable;consumable;FOOD
1;14;225;4;F1000000;;Groceries;F1010000;;Food Cupboard;F1010400;;"Rice, Pasta, Noodles, Pulses & Sauces";F1010401;;Pasta;consumable;consumable;FOOD
